Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
1241,bwd_w_00178_encoder_ffn2_6,GradientDense,bwd-w,ConvOther,"encoder_gelu_6(16;512;4096;1.0),encoder_ffn2_6_grad(16;512;1024;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_6_params_wtgrad(1;1;4096;1024),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 4096, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 16, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1242,bwd_d_00177_encoder_gelu_6,Gelu,bwd-d,Activation,"encoder_gelu_6_grad(16;512;4096;1.0),encoder_ffn1_6(16;512;4096;1.0)",131072.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_6_grad(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,196608.00,"[1, 1]",[1],[],1,2,{}
1243,bwd_d_00176_encoder_ffn1_6,Dense,bwd-d,ConvOther,encoder_ffn1_6_grad(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,grad-join-in-encoder_att_out_layernorm6-encoder_ffn1_6(16;512;1024;1.0),16384.00,[1.0],encoder_ffn1_6_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1244,bwd_w_00176_encoder_ffn1_6,GradientDense,bwd-w,ConvOther,"encoder_att_out_layernorm6(16;512;1024;1.0),encoder_ffn1_6_grad(16;512;4096;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_6_params_wtgrad(1;1;1024;4096),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256, 'tg_tile_size_n': 256.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256, 'unit_tile_size_n': 256.0, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 16, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1245,@addjoin_bwd_d_00175_encoder_att_out_layernorm6-encoder_att_out_layernorm6_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_att_out_layernorm6-encoder_ffn1_6(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm6-encoder_ffn2_res6(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00175_encoder_att_out_layernorm6-encoder_att_out_layernorm6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
1246,bwd_d_00175_encoder_att_out_layernorm6,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00175_encoder_att_out_layernorm6-encoder_att_out_layernorm6_grad(16;512;1024;1.0),encoder_att_out_res6(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1247,bwd_d_00174_encoder_att_out_res6,Add,bwd-d,Pointwise,encoder_att_out_res6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_att_out_project6_grad(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm5-encoder_att_out_res6(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1248,bwd_d_00173_encoder_att_out_dropout6,Dropout,bwd-d,Other,encoder_att_out_project6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1249,bwd_d_00172_encoder_att_out_project6,Dense,bwd-d,ConvOther,encoder_att_out_project6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape6_grad(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project6_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1250,bwd_w_00172_encoder_att_out_project6,GradientDense,bwd-w,ConvOther,"encoder_qkv_mul_reshape6(16;512;1024;1.0),encoder_att_out_project6_grad(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_project6_params_wtgrad(1;1;1024;1024),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1251,bwd_d_00171_encoder_qkv_mul_reshape6,Reshape,bwd-d,TensorLayout,encoder_qkv_mul_reshape6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans6_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1252,bwd_d_00170_encoder_qkv_mul_trans6,Transpose,bwd-d,TensorLayout,encoder_qkv_mul_trans6_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul6_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1253,bwd_d_00169_encoder_qkv_mul6-1,MatMul,bwd-d,ConvOther,"encoder_qk_smax6(16;16;512;512),encoder_qkv_mul6_grad(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_trans6_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1254,bwd_d_00169_encoder_qkv_mul6-0,MatMul,bwd-d,ConvOther,"encoder_qkv_mul6_grad(16;16;512;64.0),encoder_v_trans6(16;16;512;64.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_smax6_grad(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1255,bwd_d_00168_encoder_qk_dropout6,Dropout,bwd-d,Other,encoder_qk_smax6_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax6_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
1256,bwd_d_00167_encoder_qk_smax6,SoftMax,bwd-d,Activation,encoder_qk_smax6_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_mul6_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
1257,bwd_d_00166_encoder_qk_mul6-1,MatMul,bwd-d,ConvOther,"encoder_q_trans6(16;16;512;64.0),encoder_qk_mul6_grad(16;16;512;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_trans6_grad(16;16;64.0;512),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 64.0, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 64, 'tg_tile_size_n': 512.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 64, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1258,bwd_d_00166_encoder_qk_mul6-0,MatMul,bwd-d,ConvOther,"encoder_qk_mul6_grad(16;16;512;512),encoder_k_trans6(16;16;64.0;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_trans6_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1259,bwd_d_00165_encoder_v_trans6,Transpose,bwd-d,TensorLayout,encoder_v_trans6_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape6_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1260,bwd_d_00164_encoder_v_reshape6,Reshape,bwd-d,TensorLayout,encoder_v_reshape6_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1261,bwd_d_00163_encoder_v_proj6,Dense,bwd-d,ConvOther,encoder_v_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm5-encoder_v_proj6(16;512;1024;1.0),16384.00,[1.0],encoder_v_proj6_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1262,bwd_w_00163_encoder_v_proj6,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm5(16;512;1024;1.0),encoder_v_proj6_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_proj6_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1263,bwd_d_00162_encoder_k_trans6,Transpose,bwd-d,TensorLayout,encoder_k_trans6_grad(16;16;64.0;512),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape6_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1264,bwd_d_00161_encoder_k_reshape6,Reshape,bwd-d,TensorLayout,encoder_k_reshape6_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1265,bwd_d_00160_encoder_k_proj6,Dense,bwd-d,ConvOther,encoder_k_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm5-encoder_k_proj6(16;512;1024;1.0),16384.00,[1.0],encoder_k_proj6_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1266,bwd_w_00160_encoder_k_proj6,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm5(16;512;1024;1.0),encoder_k_proj6_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_proj6_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1267,bwd_d_00159_encoder_q_trans6,Transpose,bwd-d,TensorLayout,encoder_q_trans6_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape6_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1268,bwd_d_00158_encoder_q_reshape6,Reshape,bwd-d,TensorLayout,encoder_q_reshape6_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1269,bwd_d_00157_encoder_q_proj6,Dense,bwd-d,ConvOther,encoder_q_proj6_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm5-encoder_q_proj6(16;512;1024;1.0),16384.00,[1.0],encoder_q_proj6_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1270,bwd_w_00157_encoder_q_proj6,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm5(16;512;1024;1.0),encoder_q_proj6_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_proj6_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1271,@addjoin_bwd_d_00156_encoder_ffn2_layernorm5-encoder_ffn2_layernorm5_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_ffn2_layernorm5-encoder_q_proj6(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm5-encoder_k_proj6(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm5-encoder_v_proj6(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm5-encoder_att_out_res6(16;512;1024;1.0)",65536.00,"[1.0, 1.0, 1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00156_encoder_ffn2_layernorm5-encoder_ffn2_layernorm5_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,25.17,81920.00,"[1, 1, 1, 1]",[1],[],1,2,{}
1272,bwd_d_00156_encoder_ffn2_layernorm5,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00156_encoder_ffn2_layernorm5-encoder_ffn2_layernorm5_grad(16;512;1024;1.0),encoder_ffn2_res5(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res5_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1273,bwd_d_00155_encoder_ffn2_res5,Add,bwd-d,Pointwise,encoder_ffn2_res5_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_ffn2_5_grad(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm5-encoder_ffn2_res5(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1274,bwd_d_00154_encoder_ffn2_dropout5,Dropout,bwd-d,Other,encoder_ffn2_5_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_5_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1275,bwd_d_00153_encoder_ffn2_5,Dense,bwd-d,ConvOther,encoder_ffn2_5_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_gelu_5_grad(16;512;4096;1.0),65536.00,[1.0],encoder_ffn2_5_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1276,bwd_w_00153_encoder_ffn2_5,GradientDense,bwd-w,ConvOther,"encoder_gelu_5(16;512;4096;1.0),encoder_ffn2_5_grad(16;512;1024;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_5_params_wtgrad(1;1;4096;1024),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 4096, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 16, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1277,bwd_d_00152_encoder_gelu_5,Gelu,bwd-d,Activation,"encoder_gelu_5_grad(16;512;4096;1.0),encoder_ffn1_5(16;512;4096;1.0)",131072.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_5_grad(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,196608.00,"[1, 1]",[1],[],1,2,{}
